# VIPERS Database
# File    : VIPERS_W4_SPECTRO_PDR1.txt.gz
# Date    : 2013-10-15 10:46
# Table   : W4_SPECTRO_PDR1
# Columns : 14
# Rows    : 30698
# SQL     : SELECT W4_SPECTRO_PDR1.id_IAU, W4_SPECTRO_PDR1.num, W4_SPEC
#           TRO_PDR1.alpha, W4_SPECTRO_PDR1.delta, W4_SPECTRO_PDR1.selm
#           ag, W4_SPECTRO_PDR1.errselmag, W4_SPECTRO_PDR1.pointing, W4
#           _SPECTRO_PDR1.quadrant, W4_SPECTRO_PDR1.zflg, W4_SPECTRO_PD
#           R1.zspec, W4_SPECTRO_PDR1.epoch, W4_SPECTRO_PDR1.photoMask,
#            W4_SPECTRO_PDR1.tsr, W4_SPECTRO_PDR1.ssr FROM W4_SPECTRO_P
#           DR1
# id_IAU	num	alpha	delta	selmag	errselmag	pointing	quadrant	zflg	zspec	epoch	photoMask	tsr	ssr
# CHAR	VARCHAR	DOUBLE	DOUBLE	FLOAT	FLOAT	VARCHAR	INT	FLOAT	FLOAT	INT	CHAR	FLOAT	FLOAT
# 		deg	deg	mag	mag								
VIPERS 409020275	409020275	332.154744	1.843757	22.2569	0.0327	W4P069	3	  2.5	0.6775	2	1	0.4463	0.756
VIPERS 403212455	403212455	332.156599	1.784841	20.6200	0.0077	W4P069	3	  4.2	0.0000	2	0	-99.0000	-99.000
VIPERS 409015842	409015842	332.156312	1.823636	21.8475	0.0238	W4P068	4	  3.5	0.5130	2	1	0.4508	0.782
VIPERS 409028424	409028424	332.156405	1.880671	22.0583	0.0418	W4P069	3	  3.2	0.5418	2	1	0.4524	0.646
VIPERS 409009890	409009890	332.158780	1.796925	21.7098	0.0272	W4P068	4	  2.5	0.5817	2	1	0.4525	0.844
VIPERS 409021854	409021854	332.158114	1.851033	22.1122	0.0264	W4P069	3	  3.4	0.8137	2	1	0.4524	0.750
VIPERS 409022370	409022370	332.159864	1.853700	21.1136	0.0148	W4P069	3	  3.5	0.8517	2	1	0.4410	0.864
VIPERS 403209818	403209818	332.161978	1.771928	22.2628	0.0391	W4P069	3	  2.5	0.8074	2	1	0.4463	0.750
VIPERS 409022113	409022113	332.161376	1.852172	21.7704	0.0229	W4P069	3	  2.2	0.8517	2	1	0.4508	0.821
VIPERS 409016158	409016158	332.164115	1.825553	22.4679	0.0482	W4P069	3	  2.5	0.8530	2	1	0.4463	0.750
VIPERS 409024537	409024537	332.164095	1.864023	22.2065	0.0268	W4P069	3	  4.5	0.7079	2	1	0.4524	0.771
VIPERS 409013285	409013285	332.166874	1.812523	22.1238	0.0385	W4P069	3	  0.0	9.9999	2	1	0.4524	-1.000
VIPERS 409009157	409009157	332.169073	1.794893	20.4220	0.0076	W4P069	3	  4.4	0.4711	2	1	0.4472	0.950
VIPERS 409020680	409020680	332.168841	1.846323	21.5858	0.0188	W4P069	3	  3.2	0.7074	2	1	0.4525	0.838
VIPERS 409012309	409012309	332.170812	1.807923	21.1449	0.0161	W4P069	3	  2.5	0.8874	2	1	0.4410	0.864
VIPERS 409023348	409023348	332.170201	1.858642	20.6849	0.0117	W4P069	3	  2.5	0.4901	2	1	0.4582	0.884
VIPERS 409016114	409016114	332.172296	1.825111	22.2034	0.0451	W4P069	3	  2.5	1.1406	2	1	0.4524	0.522
VIPERS 403211656	403211656	332.173939	1.780600	21.7568	0.0212	W4P069	3	  2.5	0.4906	2	1	0.4508	0.696
VIPERS 409022477	409022477	332.174805	1.854288	21.8648	0.0394	W4P069	3	  2.5	0.9369	2	1	0.4508	0.781
VIPERS 409030965	409030965	332.175044	1.892567	21.9777	0.0223	W4P069	3	  4.2	0.8276	2	1	0.4508	0.821
VIPERS 409019855	409019855	332.179230	1.842025	21.9670	0.0320	W4P069	3	  2.5	0.9030	2	1	0.4508	0.781
VIPERS 409009015	409009015	332.180849	1.793646	21.3267	0.0191	W4P069	3	  2.5	0.4247	2	1	0.4519	0.824
VIPERS 409023703	409023703	332.181116	1.859941	20.8813	0.0120	W4P069	3	  2.4	0.6082	2	1	0.4479	0.949
VIPERS 403210755	403210755	332.183073	1.776061	22.0719	0.0264	W4P069	3	  9.4	1.1622	2	1	0.4524	0.522
VIPERS 409024267	409024267	332.182866	1.862210	20.7601	0.0090	W4P069	3	  3.5	0.6768	2	1	0.4479	0.959
VIPERS 409024072	409024072	332.185255	1.861873	22.2013	0.0290	W4P069	3	  3.5	0.6776	2	1	0.4524	0.756
VIPERS 403213240	403213240	332.188455	1.786271	21.6355	0.0238	W4P069	3	  2.2	0.7509	2	1	0.4525	0.838
VIPERS 409017416	409017416	332.188233	1.830857	22.3153	0.0448	W4P069	3	  2.5	0.7812	2	1	0.4463	0.771
VIPERS 409008771	409008771	332.189648	1.791958	21.9847	0.0282	W4P069	3	  2.5	0.5945	2	1	0.4508	0.844
VIPERS 409008099	409008099	332.192199	1.788620	21.9083	0.0288	W4P069	3	  2.2	1.0091	2	1	0.4508	0.638
VIPERS 409028695	409028695	332.191682	1.882056	21.3867	0.0140	W4P069	3	  4.5	0.6760	2	1	0.4519	0.920
VIPERS 409021006	409021006	332.194037	1.847214	22.1440	0.0303	W4P069	3	  2.5	1.0859	2	1	0.4524	0.619
VIPERS 409031515	409031515	332.194440	1.894488	21.9119	0.0290	W4P069	3	  2.5	0.4786	2	1	0.4508	0.696
VIPERS 409024650	409024650	332.196735	1.864189	22.1646	0.0345	W4P069	3	  2.4	1.1426	2	1	0.4524	0.522
VIPERS 409012017	409012017	332.198117	1.806280	20.5492	0.0091	W4P069	3	  4.2	0.0000	2	1	0.4582	-1.000
VIPERS 409007823	409007823	332.200192	1.788013	22.1036	0.0324	W4P069	3	  2.2	0.0000	2	1	0.4524	-1.000
VIPERS 409028631	409028631	332.200388	1.882599	21.8217	0.0423	W4P069	3	  0.0	9.9999	2	1	0.4508	-1.000
VIPERS 409025593	409025593	332.201719	1.868459	22.3374	0.0499	W4P069	3	  0.0	9.9999	2	1	0.4463	-1.000
VIPERS 409021304	409021304	332.203362	1.848489	22.1092	0.0451	W4P069	3	  1.5	0.5785	2	1	0.4524	-1.000
VIPERS 409031325	409031325	332.204637	1.894328	20.6080	0.0096	W4P069	3	  3.5	0.7064	2	1	0.4582	0.939
VIPERS 409020338	409020338	332.206737	1.844562	20.9041	0.0131	W4P069	3	  2.2	0.6592	2	1	0.4479	0.959
VIPERS 409008745	409008745	332.208100	1.792154	20.4912	0.0099	W4P069	3	  3.5	0.7076	2	1	0.4472	0.967
VIPERS 409018720	409018720	332.209288	1.838077	21.7347	0.0368	W4P069	3	  2.5	0.7213	2	1	0.4525	0.838
VIPERS 409029588	409029588	332.213057	1.885963	21.2729	0.0139	W4P069	3	  4.5	0.5075	2	1	0.4519	0.858
VIPERS 403209795	403209795	332.214813	1.772040	22.0312	0.0272	W4P069	3	  3.5	0.8322	2	1	0.4524	0.750
VIPERS 403212218	403212218	332.216372	1.782807	21.9181	0.0256	W4P069	3	  3.2	0.9083	2	1	0.4508	0.781
VIPERS 409025822	409025822	332.215885	1.870015	20.3829	0.0081	W4P069	3	  2.5	0.4769	2	1	0.4472	0.950
VIPERS 403211920	403211920	332.217815	1.782875	19.8184	0.0067	W4P069	3	  2.5	0.4762	2	1	0.4628	0.958
VIPERS 409010511	409010511	332.219148	1.799632	21.5534	0.0208	W4P069	3	  2.5	0.5787	2	1	0.4525	0.844
VIPERS 403208688	403208688	332.221024	1.767462	21.7298	0.0324	W4P069	3	  2.5	0.7140	2	1	0.4525	0.838
VIPERS 409011876	409011876	332.220610	1.806093	21.8066	0.0235	W4P069	3	  2.5	0.6056	2	1	0.4508	0.844
VIPERS 403210987	403210987	332.222332	1.777235	22.2971	0.0453	W4P069	3	  1.5	0.7418	2	1	0.4463	-1.000
VIPERS 409013628	409013628	332.222110	1.814440	20.8972	0.0141	W4P069	3	  2.5	0.7080	2	1	0.4479	0.939
VIPERS 403212042	403212042	332.224084	1.782069	22.3454	0.0309	W4P069	3	  0.0	9.9999	2	1	0.4463	-1.000
VIPERS 409018079	409018079	332.223802	1.834281	22.4214	0.0378	W4P069	3	  2.5	0.8638	2	1	0.4463	0.750
VIPERS 409028852	409028852	332.223885	1.884185	22.2855	0.0441	W4P069	3	  2.5	0.7531	2	1	0.4463	0.771
VIPERS 409019625	409019625	332.225735	1.841056	22.1241	0.0285	W4P069	3	  2.2	0.7046	2	1	0.4524	0.771
VIPERS 409010331	409010331	332.227021	1.799311	20.4929	0.0093	W4P069	3	  3.5	0.7101	2	1	0.4472	0.967
VIPERS 409023650	409023650	332.227750	1.859566	21.2329	0.0115	W4P069	3	  3.4	1.0818	2	1	0.4410	0.646
VIPERS 409018745	409018745	332.228961	1.837180	22.4371	0.0384	W4P069	3	  9.2	0.9812	2	1	0.4463	0.745
VIPERS 403208937	403208937	332.231374	1.768567	21.6452	0.0147	W4P069	3	  3.5	0.7466	2	1	0.4525	0.838
VIPERS 409027054	409027054	332.231100	1.874845	22.4346	0.0477	W4P069	3	  2.5	0.4752	2	1	0.4463	0.608
VIPERS 409022310	409022310	332.231934	1.853304	21.9995	0.0214	W4P069	3	 23.5	1.1422	2	1	-1.0000	-1.000
VIPERS 409022337	409022337	332.232854	1.853212	22.0469	0.0282	W4P069	3	  2.5	0.7558	2	1	0.4524	0.771
VIPERS 409016193	409016193	332.235807	1.825942	22.4281	0.0432	W4P069	3	  2.2	0.7210	2	1	0.4463	0.771
VIPERS 409013100	409013100	332.237588	1.811510	21.3873	0.0219	W4P069	3	  3.5	0.7889	2	1	0.4519	0.903
VIPERS 409017591	409017591	332.239339	1.831708	21.4086	0.0173	W4P069	3	  2.2	0.7055	2	1	0.4519	0.903
VIPERS 409022575	409022575	332.240826	1.854594	20.7635	0.0100	W4P069	3	  2.5	0.4730	2	1	0.4479	0.884
VIPERS 409018812	409018812	332.241997	1.837313	22.0181	0.0302	W4P069	3	  2.5	0.5283	2	1	0.4524	0.646
VIPERS 403211896	403211896	332.243398	1.782348	21.1871	0.0163	W4P069	3	  1.2	0.8210	2	1	0.4410	-1.000
VIPERS 409027253	409027253	332.246184	1.875647	21.9614	0.0256	W4P069	3	  4.4	0.4764	2	1	0.4508	0.696
VIPERS 409017808	409017808	332.247909	1.834176	20.7844	0.0146	W4P069	3	  9.2	1.3830	2	1	0.4479	0.700
VIPERS 409009079	409009079	332.251732	1.793633	22.0246	0.0283	W4P069	3	  2.2	0.7041	2	1	0.4524	0.771
VIPERS 409027244	409027244	332.252367	1.875407	21.6430	0.0276	W4P069	3	  2.5	0.7250	2	1	0.4525	0.838
VIPERS 403212457	403212457	332.256767	1.783894	21.6890	0.0186	W4P069	3	  1.2	0.3330	2	1	0.4525	-1.000
VIPERS 409018193	409018193	332.259754	1.834611	21.6351	0.0232	W4P069	3	  1.5	0.4600	2	1	0.4525	-1.000
VIPERS 409030762	409030762	332.259457	1.891210	21.8301	0.0229	W4P069	3	  2.2	0.6371	2	1	0.4508	0.856
VIPERS 403211067	403211067	332.261359	1.777615	22.1483	0.0224	W4P069	3	  3.2	0.0000	2	1	0.4524	-1.000
VIPERS 409017479	409017479	332.261433	1.831744	22.3811	0.0311	W4P069	3	  2.2	0.8000	2	1	0.4463	0.750
VIPERS 409024877	409024877	332.262959	1.864959	21.4575	0.0169	W4P069	3	  2.5	0.5405	2	1	0.4519	0.858
VIPERS 409007552	409007552	332.265150	1.790115	19.5790	0.0075	W4P069	3	  3.4	0.5770	2	1	0.4290	0.952
VIPERS 409023686	409023686	332.266519	1.859355	21.8814	0.0280	W4P069	3	  2.2	0.9208	2	1	0.4508	0.781
VIPERS 409009731	409009731	332.268461	1.796264	21.7812	0.0258	W4P069	3	  3.2	0.6280	2	1	0.4508	0.856
VIPERS 409021445	409021445	332.268198	1.849343	22.0758	0.0268	W4P069	3	  4.5	0.7520	2	1	0.4524	0.771
VIPERS 408042974	408042974	331.276954	1.954900	22.4456	0.0788	W4P065	1	  1.5	0.8834	2	1	0.4463	-1.000
VIPERS 408049661	408049661	331.275488	1.992359	21.7415	0.0402	W4P065	1	  9.5	0.4863	2	1	0.4525	0.696
VIPERS 408060588	408060588	331.276141	2.048262	21.3127	0.0232	W4P065	1	  4.5	0.8825	2	1	0.4519	0.864
VIPERS 408054331	408054331	331.278925	2.015823	22.4661	0.1016	W4P065	1	  0.0	9.9999	2	1	0.4463	-1.000
VIPERS 408049624	408049624	331.282611	1.990723	21.9937	0.0367	W4P065	1	  4.2	0.0000	2	1	0.4508	-1.000
VIPERS 408057318	408057318	331.281597	2.033003	20.4677	0.0107	W4P065	1	  4.4	0.5805	2	1	0.4472	0.967
VIPERS 408054814	408054814	331.283818	2.020326	20.4829	0.0172	W4P065	1	  3.5	0.5552	2	1	0.4472	0.967
VIPERS 408039882	408039882	331.285606	1.940066	21.3504	0.0199	W4P065	1	  2.4	0.8831	2	1	0.4519	0.864
VIPERS 408048040	408048040	331.286099	1.982156	21.9992	0.0525	W4P065	1	  2.5	0.8000	2	1	0.4508	0.821
VIPERS 408057850	408057850	331.285649	2.034442	22.4153	0.0806	W4P065	1	  1.5	1.0672	2	1	0.4463	-1.000
VIPERS 408048140	408048140	331.287306	1.982740	22.3241	0.0714	W4P065	1	  4.5	0.8007	2	1	0.4463	0.750
VIPERS 408050764	408050764	331.288443	1.996495	22.4934	0.0902	W4P065	1	  0.0	9.9999	2	1	0.4463	-1.000
VIPERS 408049930	408049930	331.290733	1.992610	21.5337	0.0247	W4P065	1	 11.2	1.7262	2	1	-1.0000	-1.000
VIPERS 408061355	408061355	331.290571	2.051675	22.1886	0.0426	W4P065	1	  4.5	0.8269	2	1	0.4524	0.750
VIPERS 408063397	408063397	331.291947	2.062611	22.1462	0.0405	W4P065	1	  2.5	0.7814	2	1	0.4524	0.771
VIPERS 408040545	408040545	331.293879	1.944772	21.4686	0.0409	W4P065	1	  0.0	9.9999	2	1	0.4519	-1.000
VIPERS 408063178	408063178	331.293874	2.061995	21.7587	0.0503	W4P065	1	  1.5	1.1134	2	1	0.4508	-1.000
VIPERS 408050334	408050334	331.297452	1.994857	20.2997	0.0100	W4P065	1	  4.2	0.0000	2	1	0.4472	-1.000
VIPERS 408059879	408059879	331.297253	2.045198	21.5095	0.0316	W4P065	1	  3.2	0.7652	2	1	0.4525	0.838
VIPERS 408050526	408050526	331.298691	1.996390	21.8300	0.0528	W4P065	1	  4.5	0.5626	2	1	0.4508	0.844
VIPERS 408049416	408049416	331.301125	1.989277	22.3274	0.0482	W4P065	1	  1.2	0.9792	2	1	0.4463	-1.000
VIPERS 408056167	408056167	331.300770	2.026573	20.9491	0.0186	W4P065	1	  4.4	0.6103	2	1	0.4479	0.949
VIPERS 408046778	408046778	331.303723	1.975505	22.0500	0.0519	W4P065	1	  3.5	0.6025	2	1	0.4524	0.718
VIPERS 408059232	408059232	331.303401	2.041438	21.9944	0.0483	W4P065	1	  3.2	1.0680	2	1	0.4508	0.638
VIPERS 408039981	408039981	331.306077	1.940976	21.4015	0.0323	W4P065	1	  3.5	0.9185	2	1	0.4519	0.815
VIPERS 408048445	408048445	331.305399	1.984612	21.3008	0.0193	W4P065	1	  4.2	0.0000	2	1	0.4519	-1.000
VIPERS 408063476	408063476	331.304739	2.063380	22.4400	0.0655	W4P065	1	  9.5	0.9731	2	1	0.4463	0.745
VIPERS 408042146	408042146	331.307874	1.952035	21.5680	0.0316	W4P065	1	  9.2	0.9522	2	1	0.4525	0.781
VIPERS 408054460	408054460	331.307768	2.017083	21.7918	0.0537	W4P065	1	  1.5	0.8333	2	0	-99.0000	-99.000
VIPERS 408040407	408040407	331.310034	1.943965	21.6498	0.0535	W4P065	1	  4.5	0.5823	2	1	0.4525	0.844
VIPERS 408048192	408048192	331.309880	1.982924	22.2841	0.0744	W4P065	1	  3.5	0.4394	2	1	0.4463	0.802
VIPERS 408041740	408041740	331.312658	1.949815	21.1696	0.0197	W4P065	1	  4.5	0.7238	2	1	0.4410	0.903
VIPERS 408060148	408060148	331.312217	2.046557	21.6693	0.0417	W4P065	1	  3.5	0.8925	2	1	0.4525	0.821
VIPERS 408040738	408040738	331.315260	1.944775	22.3284	0.0509	W4P065	1	  2.5	0.7654	2	1	0.4463	0.771
VIPERS 408053220	408053220	331.315276	2.010266	21.5598	0.0246	W4P065	1	  3.5	0.4821	2	1	0.4525	0.696
VIPERS 408063473	408063473	331.314758	2.063778	20.6010	0.0110	W4P065	1	  4.5	0.5540	2	1	0.4582	0.949
VIPERS 408053188	408053188	331.319439	2.010762	21.1135	0.0287	W4P065	1	  3.5	0.4862	2	1	0.4410	0.776
VIPERS 408048127	408048127	331.321229	1.983218	22.2549	0.0791	W4P065	1	  0.0	9.9999	2	1	0.4463	-1.000
VIPERS 408061464	408061464	331.321468	2.052442	22.4493	0.1011	W4P065	1	  0.0	9.9999	2	1	0.4463	-1.000
VIPERS 408054053	408054053	331.322766	2.015061	21.2149	0.0188	W4P065	1	  4.4	0.7241	2	1	0.4410	0.903
VIPERS 408040946	408040946	331.326372	1.946255	22.1495	0.0989	W4P065	1	  0.0	9.9999	2	1	0.4524	-1.000
VIPERS 408044494	408044494	331.328012	1.962882	22.0632	0.0421	W4P065	1	  4.2	0.8700	2	1	0.4524	0.750
VIPERS 408055145	408055145	331.327993	2.020300	22.1489	0.0573	W4P065	1	  1.2	0.9756	2	1	0.4524	-1.000
VIPERS 408052282	408052282	331.330067	2.005114	21.6122	0.0287	W4P065	1	  4.2	0.7208	2	1	0.4525	0.838
VIPERS 408060923	408060923	331.329805	2.049788	21.7162	0.0283	W4P065	1	  2.2	0.9698	2	1	0.4525	0.781
VIPERS 408061471	408061471	331.331091	2.052895	20.9448	0.0138	W4P065	1	  4.4	0.7170	2	1	0.4479	0.939
VIPERS 408041280	408041280	331.332755	1.947262	21.5188	0.0227	W4P065	1	  2.2	0.9784	2	1	0.4525	0.781
VIPERS 408061689	408061689	331.333820	2.053208	22.3973	0.0584	W4P065	1	  4.5	0.7216	2	1	0.4463	0.771
VIPERS 408040060	408040060	331.337157	1.940758	21.7925	0.0338	W4P065	1	  2.4	0.7794	2	1	0.4508	0.838
VIPERS 408048619	408048619	331.337379	1.985144	22.2246	0.0613	W4P065	1	  9.2	0.9582	2	1	0.4524	0.745
VIPERS 408055884	408055884	331.335426	2.024265	22.3953	0.0912	W4P065	1	  9.2	0.8890	2	1	0.4463	0.750
VIPERS 408056039	408056039	331.336268	2.024416	23.1298	0.1060	W4P065	1	 20.0	9.9999	2	1	-99.0000	-99.000
VIPERS 408041160	408041160	331.338877	1.946977	22.3987	0.0903	W4P065	1	  9.5	0.9602	2	1	0.4463	0.745
VIPERS 408056066	408056066	331.339706	2.025085	22.1240	0.0699	W4P065	1	  0.0	9.9999	2	1	0.4524	-1.000
VIPERS 408042433	408042433	331.341888	1.952356	22.2276	0.0442	W4P065	1	  2.2	0.9184	2	1	0.4524	0.745
VIPERS 408058133	408058133	331.341431	2.037368	20.3502	0.0104	W4P065	1	  4.5	0.6018	2	1	0.4472	0.967
VIPERS 408046578	408046578	331.345318	1.974243	22.4040	0.0588	W4P065	1	  4.5	0.6637	2	1	0.4463	0.756
VIPERS 408053525	408053525	331.344104	2.011735	22.2952	0.0531	W4P065	1	  2.4	0.6034	2	1	0.4463	0.718
VIPERS 408045415	408045415	331.346475	1.967984	20.9138	0.0137	W4P065	1	  3.5	0.5304	2	1	0.4479	0.935
VIPERS 408055658	408055658	331.346986	2.024239	20.2002	0.0110	W4P065	1	  4.5	0.6028	2	1	0.4392	0.967
VIPERS 408051189	408051189	331.349377	1.998810	22.4798	0.0718	W4P065	1	  0.0	9.9999	2	1	0.4463	-1.000
VIPERS 408060580	408060580	331.348350	2.048819	20.8225	0.0135	W4P065	1	  4.2	0.0000	2	1	0.4479	-1.000
VIPERS 408048231	408048231	331.350914	1.984440	20.2706	0.0124	W4P065	1	  4.5	0.5647	2	1	0.4472	0.967
VIPERS 408060057	408060057	331.351008	2.047012	19.9353	0.0067	W4P065	1	  4.2	0.0000	2	1	0.4628	-1.000
VIPERS 408048118	408048118	331.352695	1.984475	19.6677	0.0072	W4P065	1	  4.5	0.5618	2	1	0.4290	0.952
VIPERS 408050789	408050789	331.354791	1.996919	22.3549	0.0766	W4P065	1	  1.5	0.6517	2	1	0.4463	-1.000
VIPERS 408061826	408061826	331.355326	2.054565	21.2164	0.0158	W4P065	1	  1.5	0.5823	2	1	0.4410	-1.000
VIPERS 408056185	408056185	331.358309	2.025339	22.2834	0.0468	W4P065	1	  1.5	0.8899	2	1	0.4463	-1.000
VIPERS 408053519	408053519	331.360158	2.011589	22.1716	0.0504	W4P065	1	  3.2	0.9084	2	1	0.4524	0.745
VIPERS 408062025	408062025	331.360876	2.055673	21.3403	0.0194	W4P065	1	  4.5	0.7165	2	1	0.4519	0.903
VIPERS 408046807	408046807	331.362416	1.977536	21.7028	0.0923	W4P065	1	  0.0	9.9999	2	1	0.4525	-1.000
VIPERS 408061812	408061812	331.362339	2.054149	22.0278	0.0850	W4P065	1	  0.0	9.9999	2	1	0.4524	-1.000
VIPERS 408041539	408041539	331.364081	1.948909	21.0649	0.0230	W4P065	1	  4.5	0.5961	2	1	0.4410	0.914
VIPERS 408060586	408060586	331.364623	2.047882	22.1401	0.0510	W4P065	1	  2.2	0.8750	2	1	0.4524	0.750
VIPERS 408048465	408048465	331.367025	1.984295	22.0139	0.0552	W4P065	1	  2.5	0.8929	2	1	0.4524	0.750
VIPERS 408060828	408060828	331.366606	2.049203	22.1884	0.0603	W4P065	1	  0.0	9.9999	2	0	-99.0000	-99.000
VIPERS 408044922	408044922	331.368367	1.965462	21.2394	0.0207	W4P065	1	  4.2	0.2818	2	1	0.4410	0.808
VIPERS 408040805	408040805	331.370974	1.944482	22.4563	0.0932	W4P065	1	  0.0	9.9999	2	1	0.4463	-1.000
VIPERS 408058564	408058564	331.372131	2.038834	21.7996	0.0410	W4P065	1	  0.0	9.9999	2	1	0.4508	-1.000
VIPERS 408041495	408041495	331.374662	1.948512	22.0672	0.0661	W4P065	1	  0.0	9.9999	2	1	0.4524	-1.000
VIPERS 408052133	408052133	331.374012	2.004229	22.4087	0.0679	W4P065	1	  1.2	0.9553	2	1	0.4463	-1.000
VIPERS 408040397	408040397	331.377306	1.942698	21.7800	0.0450	W4P065	1	  1.5	0.9308	2	1	0.4508	-1.000
VIPERS 408050594	408050594	331.377226	1.996310	21.5211	0.0366	W4P065	1	  2.5	0.7304	2	1	0.4525	0.838
VIPERS 408056826	408056826	331.382470	2.028992	22.3408	0.0536	W4P065	1	  1.5	0.8917	2	1	0.4463	-1.000
VIPERS 408052130	408052130	331.385398	2.004496	21.8244	0.0504	W4P065	1	  0.0	9.9999	2	1	0.4508	-1.000
VIPERS 408042374	408042374	331.386912	1.952438	22.3180	0.0822	W4P066	2	  2.5	0.9743	2	1	0.4463	0.745
VIPERS 408053368	408053368	331.386986	2.010812	21.8056	0.0311	W4P066	2	  3.2	0.7323	2	1	0.4508	0.838
VIPERS 408062705	408062705	331.386499	2.059122	21.9185	0.0552	W4P066	2	  2.5	0.7218	2	1	0.4508	0.838
VIPERS 408061999	408061999	331.131377	2.055395	20.5091	0.0083	W4P065	2	  4.2	0.0000	2	1	0.4582	-1.000
VIPERS 408063677	408063677	331.133439	2.063783	21.5213	0.0203	W4P065	2	  4.2	0.0000	2	1	0.4525	-1.000
VIPERS 408043474	408043474	331.134142	1.958129	21.7833	0.0260	W4P065	2	  4.2	0.0000	2	1	0.4508	-1.000
VIPERS 408063031	408063031	331.135672	2.062399	20.6972	0.0111	W4P065	2	  3.5	0.6388	2	1	0.4582	0.959
VIPERS 408041313	408041313	331.136311	1.948041	21.7326	0.0277	W4P065	2	  3.5	0.7070	2	1	0.4525	0.838
VIPERS 408042680	408042680	331.141098	1.953092	22.4197	0.0526	W4P065	2	  3.5	0.7053	2	1	0.4463	0.771
VIPERS 408062029	408062029	331.141524	2.055535	21.8551	0.0422	W4P065	2	  4.5	0.8682	2	1	0.4508	0.821
VIPERS 408060501	408060501	331.142781	2.047734	22.0092	0.0367	W4P065	2	  1.5	0.7761	2	1	0.4524	-1.000
VIPERS 408042487	408042487	331.143922	1.952296	21.9705	0.0514	W4P065	2	  1.5	1.1074	2	1	0.4508	-1.000
VIPERS 408058565	408058565	331.144782	2.038336	21.8697	0.0392	W4P065	2	  2.4	0.7455	2	1	0.4508	0.838
VIPERS 408050143	408050143	331.147629	1.993217	22.4795	0.0710	W4P065	2	  1.5	0.7464	2	1	0.4463	-1.000
VIPERS 408040292	408040292	331.148942	1.942415	22.3031	0.0810	W4P065	2	  2.2	0.4741	2	1	0.4463	0.608
VIPERS 408058561	408058561	331.149433	2.037971	22.1800	0.0843	W4P065	2	  1.2	0.8023	2	0	-99.0000	-99.000
VIPERS 408059040	408059040	331.150904	2.040596	21.9387	0.0347	W4P065	2	  3.2	1.2108	2	1	0.4508	0.533
VIPERS 408045694	408045694	331.152817	1.969153	22.4053	0.0809	W4P065	2	  2.2	0.9780	2	1	0.4463	0.745
VIPERS 408058824	408058824	331.152447	2.039518	21.6030	0.0298	W4P065	2	  4.2	0.0000	2	1	0.4525	-1.000
VIPERS 408042164	408042164	331.154841	1.950817	22.3812	0.0448	W4P065	2	  3.5	0.7768	2	1	0.4463	0.771
VIPERS 408054871	408054871	331.154226	2.019393	21.0975	0.0239	W4P065	2	  4.5	0.6362	2	1	0.4410	0.920
VIPERS 408047769	408047769	331.156510	1.980941	22.1262	0.0853	W4P065	2	  0.0	9.9999	2	1	0.4524	-1.000
VIPERS 408059647	408059647	331.157115	2.046585	22.0108	0.0397	W4P065	2	  1.5	0.8622	2	1	0.4524	-1.000
VIPERS 408040390	408040390	331.159846	1.942204	22.3818	0.0665	W4P065	2	  1.5	0.9075	2	1	0.4463	-1.000
VIPERS 408052415	408052415	331.159351	2.005770	22.4385	0.0652	W4P065	2	  3.5	1.0651	2	1	0.4463	0.619
VIPERS 408062886	408062886	331.159956	2.060073	21.4865	0.0245	W4P065	2	  4.5	0.5532	2	1	0.4519	0.914
VIPERS 408039602	408039602	331.162109	1.939272	21.6449	0.0445	W4P065	2	  3.5	0.6434	2	1	0.4525	0.856
VIPERS 408047133	408047133	331.161954	1.978640	20.0696	0.0094	W4P065	2	  4.2	0.4529	2	1	0.4392	0.950
VIPERS 408054011	408054011	331.163924	2.014242	22.1875	0.0551	W4P065	2	  1.5	0.5272	2	1	0.4524	-1.000
VIPERS 408061953	408061953	331.164445	2.056215	21.1229	0.0307	W4P065	2	  2.5	0.8137	2	1	0.4410	0.864
VIPERS 408043135	408043135	331.166564	1.957730	21.7899	0.0302	W4P065	2	  2.5	0.9782	2	1	0.4508	0.781
VIPERS 408039428	408039428	331.168236	1.939702	22.3504	0.0459	W4P065	2	  2.2	1.2571	2	1	0.4463	0.614
VIPERS 408049747	408049747	331.168384	1.992173	20.6413	0.0143	W4P065	2	  4.5	0.4701	2	1	0.4582	0.884
VIPERS 408047269	408047269	331.170209	1.979458	20.2035	0.0136	W4P065	2	  4.5	0.5485	2	1	0.4392	0.966
VIPERS 408040104	408040104	331.171613	1.941067	21.6470	0.0235	W4P065	2	 13.2	1.6907	2	1	0.4525	-1.000
VIPERS 408053916	408053916	331.172402	2.014472	22.3477	0.0901	W4P065	2	  0.0	9.9999	2	1	0.4463	-1.000
VIPERS 408061068	408061068	331.173184	2.055156	17.7242	0.0011	W4P065	2	  4.4	0.0000	2	1	-1.0000	-1.000
VIPERS 408046154	408046154	331.174035	1.973864	20.0547	0.0094	W4P065	2	  4.5	0.5491	2	1	0.4392	0.966
VIPERS 408062631	408062631	331.174895	2.059116	22.1511	0.0426	W4P065	2	  1.2	0.7768	2	1	0.4524	-1.000
