# VIPERS Database
# File    : VIPERS_W4_SPECTRO_PDR1.txt.gz
# Date    : 2013-10-15 10:46
# Table   : W4_SPECTRO_PDR1
# Columns : 14
# Rows    : 30698
# SQL     : SELECT W4_SPECTRO_PDR1.id_IAU, W4_SPECTRO_PDR1.num, W4_SPEC
#           TRO_PDR1.alpha, W4_SPECTRO_PDR1.delta, W4_SPECTRO_PDR1.selm
#           ag, W4_SPECTRO_PDR1.errselmag, W4_SPECTRO_PDR1.pointing, W4
#           _SPECTRO_PDR1.quadrant, W4_SPECTRO_PDR1.zflg, W4_SPECTRO_PD
#           R1.zspec, W4_SPECTRO_PDR1.epoch, W4_SPECTRO_PDR1.photoMask,
#            W4_SPECTRO_PDR1.tsr, W4_SPECTRO_PDR1.ssr FROM W4_SPECTRO_P
#           DR1
# id_IAU	num	alpha	delta	selmag	errselmag	pointing	quadrant	zflg	zspec	epoch	photoMask	tsr	ssr
# CHAR	VARCHAR	DOUBLE	DOUBLE	FLOAT	FLOAT	VARCHAR	INT	FLOAT	FLOAT	INT	CHAR	FLOAT	FLOAT
# 		deg	deg	mag	mag								
VIPERS 401012278	401012278	330.423102	0.872365	22.3284	0.0614	W4P001	4	  2.5	0.6701	1	1	0.4463	0.756
VIPERS 401018480	401018480	330.425085	0.898544	21.2551	0.0211	W4P001	4	  3.5	0.6630	1	1	0.4519	0.920
VIPERS 401010651	401010651	330.426115	0.866514	18.7415	0.0023	W4P001	4	  4.4	0.0000	1	1	-1.0000	-1.000
VIPERS 401026318	401026318	330.426683	0.932596	21.9877	0.0298	W4P001	4	  2.2	0.8030	1	1	0.4508	0.821
VIPERS 401036736	401036736	330.427158	0.976134	21.5283	0.0221	W4P001	4	  3.5	0.7580	1	1	0.4525	0.838
VIPERS 401022745	401022745	330.428366	0.918034	22.3911	0.0590	W4P001	4	  0.0	9.9999	1	1	0.4463	-1.000
VIPERS 401016177	401016177	330.431332	0.889125	21.6939	0.0250	W4P001	4	  3.5	0.5339	1	1	0.4525	0.782
VIPERS 401028346	401028346	330.429721	0.940274	20.2301	0.0094	W4P001	4	  4.5	0.4825	1	1	0.4392	0.950
VIPERS 401016066	401016066	330.432631	0.887845	20.7902	0.0155	W4P001	4	  3.5	0.5911	1	1	0.4479	0.949
VIPERS 401024882	401024882	330.433941	0.925667	22.4519	0.0799	W4P001	4	  1.5	0.4973	1	1	0.4463	-1.000
VIPERS 401037880	401037880	330.432970	0.981057	22.4241	0.0633	W4P001	4	  9.5	0.8860	1	1	0.4463	0.750
VIPERS 401014668	401014668	330.435308	0.881902	21.6396	0.0432	W4P001	4	  2.5	0.7683	1	1	0.4525	0.838
VIPERS 401027470	401027470	330.436061	0.937485	21.8286	0.0356	W4P001	4	  2.5	0.8013	1	1	0.4508	0.821
VIPERS 401016830	401016830	330.437332	0.891583	22.4468	0.0656	W4P001	4	  3.2	0.7537	1	1	0.4463	0.771
VIPERS 401015498	401015498	330.440664	0.886770	22.2954	0.0394	W4P001	4	  3.2	0.7710	1	1	0.4463	0.771
VIPERS 401029704	401029704	330.439494	0.946120	21.9956	0.0684	W4P001	4	  0.0	9.9999	1	1	0.4508	-1.000
VIPERS 401039042	401039042	330.439219	0.986413	22.3221	0.0398	W4P001	4	  2.2	0.0000	1	1	-1.0000	-1.000
VIPERS 401017753	401017753	330.442415	0.895798	20.9128	0.0160	W4P001	4	  3.4	0.7543	1	1	0.4479	0.939
VIPERS 401028099	401028099	330.442035	0.939824	22.1521	0.0439	W4P001	4	  9.5	0.7572	1	1	0.4524	0.771
VIPERS 401013663	401013663	330.445044	0.878700	22.2081	0.0382	W4P001	4	  9.4	0.6003	1	1	0.4524	0.718
VIPERS 401026038	401026038	330.444140	0.935099	21.0231	0.0253	W4P001	4	  0.0	9.9999	1	1	0.4410	-1.000
VIPERS 401038697	401038697	330.445091	0.984872	22.2247	0.0420	W4P001	4	  1.5	0.6970	1	1	0.4524	-1.000
VIPERS 401020425	401020425	330.446797	0.906471	21.2807	0.0241	W4P001	4	  4.5	0.7058	1	1	0.4519	0.903
VIPERS 401038145	401038145	330.447545	0.982174	22.0680	0.0384	W4P001	4	  1.2	0.8822	1	1	0.4524	-1.000
VIPERS 401019809	401019809	330.448604	0.903943	21.5626	0.0345	W4P001	4	  0.0	9.9999	1	1	0.4525	-1.000
VIPERS 401032575	401032575	330.449619	0.958623	22.1699	0.0485	W4P001	4	  0.0	9.9999	1	1	0.4524	-1.000
VIPERS 401014392	401014392	330.452095	0.880667	20.1935	0.0095	W4P001	4	  3.5	0.5590	1	1	0.4392	0.967
VIPERS 401023555	401023555	330.451243	0.920367	22.0304	0.0747	W4P001	4	  0.0	9.9999	1	1	0.4524	-1.000
VIPERS 401014510	401014510	330.453614	0.881726	20.7384	0.0103	W4P001	4	 22.2	0.0000	1	1	-1.0000	-1.000
VIPERS 401014383	401014383	330.454553	0.881649	21.9883	0.0430	W4P001	4	  0.0	9.9999	1	1	0.4508	-1.000
VIPERS 401030586	401030586	330.454034	0.950207	22.2255	0.0442	W4P001	4	  1.5	0.7738	1	1	0.4524	-1.000
VIPERS 401013837	401013837	330.456354	0.879881	22.1746	0.0372	W4P001	4	  2.5	0.8900	1	1	-1.0000	0.750
VIPERS 401025738	401025738	330.456401	0.929670	21.7340	0.0253	W4P001	4	  3.5	0.6709	1	1	0.4525	0.856
VIPERS 401035069	401035069	330.456103	0.968939	21.6946	0.0424	W4P001	4	  0.0	9.9999	1	1	0.4525	-1.000
VIPERS 401030497	401030497	330.457992	0.950023	21.9030	0.0425	W4P001	4	  2.5	0.8315	1	1	0.4508	0.821
VIPERS 401024792	401024792	330.460044	0.925575	20.4313	0.0109	W4P001	4	  3.4	0.4742	1	1	0.4472	0.950
VIPERS 401028516	401028516	330.461304	0.941127	21.8714	0.0469	W4P001	4	  0.0	9.9999	1	1	0.4508	-1.000
VIPERS 401031977	401031977	330.463607	0.956407	22.4697	0.0830	W4P001	4	  0.0	9.9999	1	1	0.4463	-1.000
VIPERS 401038598	401038598	330.466932	0.984434	22.0611	0.0327	W4P001	4	  2.2	0.0000	1	1	0.4524	-1.000
VIPERS 401022033	401022033	330.468038	0.913818	21.1132	0.0262	W4P001	4	 22.5	0.4720	1	1	-1.0000	-1.000
VIPERS 401022181	401022181	330.468548	0.913795	22.0211	0.0382	W4P001	4	  4.2	0.4741	1	1	0.4524	0.608
VIPERS 401037534	401037534	330.469321	0.982962	18.9776	0.0057	W4P001	4	  2.5	0.5500	1	1	0.4388	1.000
VIPERS 401010321	401010321	330.471109	0.863752	21.3005	0.0366	W4P001	4	  9.2	0.4070	1	1	0.4519	0.824
VIPERS 401030429	401030429	330.470370	0.949213	22.0517	0.0646	W4P001	4	  0.0	9.9999	1	1	0.4524	-1.000
VIPERS 401026715	401026715	330.473113	0.933577	21.1454	0.0187	W4P001	4	  2.4	0.4310	1	1	0.4410	0.824
VIPERS 401026903	401026903	330.474299	0.933631	20.3678	0.0098	W4P001	4	 21.5	0.4310	1	1	-1.0000	-1.000
VIPERS 401039206	401039206	330.474609	0.985587	21.2389	0.0229	W4P001	4	  3.5	0.6628	1	1	0.4410	0.920
VIPERS 401037560	401037560	330.476685	0.979247	21.1199	0.0156	W4P001	4	 13.2	1.7521	1	1	0.4410	-1.000
VIPERS 401016001	401016001	330.478079	0.887820	21.8669	0.0311	W4P001	4	  3.5	0.5840	1	1	0.4508	0.844
VIPERS 401013177	401013177	330.481191	0.876032	21.6252	0.0379	W4P001	4	  0.0	9.9999	1	1	0.4525	-1.000
VIPERS 401023442	401023442	330.479733	0.919333	22.2298	0.0422	W4P001	4	  0.0	9.9999	1	1	0.4524	-1.000
VIPERS 401029703	401029703	330.483285	0.946106	20.4145	0.0102	W4P001	4	  3.5	0.6344	1	1	0.4472	0.982
VIPERS 401023018	401023018	330.490177	0.917548	20.6896	0.0104	W4P001	4	  4.2	0.0000	1	1	0.4582	-1.000
VIPERS 401013419	401013419	330.491501	0.877557	20.3344	0.0071	W4P001	4	  4.2	0.0000	1	1	0.4472	-1.000
VIPERS 401028814	401028814	330.492295	0.942410	20.5681	0.0092	W4P001	4	 12.2	1.2431	1	1	-1.0000	-1.000
VIPERS 401011560	401011560	330.494321	0.869498	21.9700	0.0408	W4P001	4	  9.5	0.7555	1	1	0.4508	0.838
VIPERS 401038262	401038262	330.497837	0.983165	21.9779	0.0292	W4P001	4	  0.0	9.9999	1	1	0.4508	-1.000
VIPERS 401019792	401019792	330.499901	0.904799	22.2485	0.0434	W4P001	4	  0.0	9.9999	1	1	0.4524	-1.000
VIPERS 401036251	401036251	330.500218	0.974155	22.3729	0.0573	W4P001	4	  0.0	9.9999	1	1	0.4463	-1.000
VIPERS 401015884	401015884	330.501507	0.887127	21.0586	0.0208	W4P001	4	  0.0	9.9999	1	1	0.4410	-1.000
VIPERS 401027381	401027381	330.502516	0.936931	22.1976	0.0536	W4P001	4	  0.0	9.9999	1	1	0.4524	-1.000
VIPERS 401017313	401017313	330.503724	0.893166	20.8664	0.0147	W4P001	4	  0.0	9.9999	1	1	0.4479	-1.000
VIPERS 401026019	401026019	330.505525	0.930507	21.1149	0.0161	W4P002	3	  4.5	0.5112	1	1	0.4410	0.858
VIPERS 403012398	403012398	332.195441	0.874890	22.4397	0.0625	W4P008	4	  0.0	9.9999	1	1	0.4463	-1.000
VIPERS 403022392	403022392	332.195756	0.922529	20.7041	0.0075	W4P008	4	  3.5	0.5101	1	1	0.4582	0.935
VIPERS 403036229	403036229	332.196051	0.985802	20.7480	0.0076	W4P008	4	  4.5	0.7209	1	1	0.4582	0.939
VIPERS 403016480	403016480	332.197130	0.893858	20.8702	0.0100	W4P008	4	  1.5	0.6913	1	1	0.4479	-1.000
VIPERS 403028396	403028396	332.197758	0.949996	21.7387	0.0162	W4P008	4	  3.5	0.7815	1	1	0.4525	0.838
VIPERS 403016039	403016039	332.202162	0.891596	22.2885	0.0328	W4P008	4	  2.5	0.7311	1	1	0.4463	0.771
VIPERS 403026449	403026449	332.199838	0.941568	21.6621	0.0188	W4P008	4	  2.2	0.9310	1	1	0.4525	0.781
VIPERS 403036693	403036693	332.199174	0.987915	21.7783	0.0202	W4P008	4	  2.5	0.6660	1	1	0.4508	0.856
VIPERS 403011460	403011460	332.203249	0.870966	21.7103	0.0171	W4P008	4	  2.2	0.4393	1	1	0.4525	0.799
VIPERS 403024200	403024200	332.203623	0.932166	21.1441	0.0185	W4P008	4	  2.5	0.4117	1	1	0.4410	0.824
VIPERS 403032493	403032493	332.203611	0.969638	21.8456	0.0365	W4P008	4	  0.0	9.9999	1	1	0.4508	-1.000
VIPERS 403035513	403035513	332.205061	0.982739	20.6100	0.0093	W4P008	4	  3.4	0.5256	1	1	0.4582	0.935
VIPERS 403010244	403010244	332.206043	0.864907	22.1494	0.0408	W4P008	4	  2.5	0.7817	1	1	0.4524	0.771
VIPERS 403025673	403025673	332.206914	0.938158	21.4711	0.0166	W4P008	4	  3.5	0.4652	1	1	0.4519	0.776
VIPERS 403035323	403035323	332.207167	0.981966	21.8671	0.0216	W4P008	4	  2.5	0.7739	1	1	0.4508	0.838
VIPERS 403011616	403011616	332.208092	0.871661	22.2619	0.0323	W4P008	4	  0.0	9.9999	1	1	0.4463	-1.000
VIPERS 403030948	403030948	332.209805	0.962396	21.1409	0.0168	W4P008	4	  2.5	0.7799	1	1	0.4410	0.903
VIPERS 403016965	403016965	332.211051	0.895791	21.8942	0.0243	W4P008	4	  0.0	9.9999	1	1	0.4508	-1.000
VIPERS 403029979	403029979	332.211049	0.957382	21.8465	0.0332	W4P008	4	  0.0	9.9999	1	1	0.4508	-1.000
VIPERS 403011745	403011745	332.212254	0.872421	22.1020	0.0248	W4P008	4	  2.5	0.7772	1	1	0.4524	0.771
VIPERS 403020579	403020579	332.213361	0.913690	21.9702	0.0292	W4P008	4	  2.5	0.6897	1	1	0.4508	0.856
VIPERS 403031646	403031646	332.213462	0.965258	22.0535	0.0384	W4P008	4	  2.5	0.9100	1	1	0.4524	0.745
VIPERS 403011266	403011266	332.215743	0.870345	21.3955	0.0211	W4P008	4	  2.5	0.7351	1	1	0.4519	0.903
VIPERS 403031912	403031912	332.215841	0.967300	21.9736	0.0233	W4P008	4	  2.5	0.7790	1	1	0.4508	0.838
VIPERS 403019066	403019066	332.218279	0.905367	21.8635	0.0195	W4P008	4	  2.5	0.4768	1	1	0.4508	0.696
VIPERS 403035791	403035791	332.217472	0.984656	20.4960	0.0095	W4P008	4	  3.5	0.7017	1	1	0.4472	0.967
VIPERS 403018513	403018513	332.219483	0.904967	19.5530	0.0038	W4P008	4	  3.5	0.4761	1	1	0.4290	0.958
VIPERS 403014270	403014270	332.225213	0.883896	22.3738	0.0271	W4P008	4	  0.0	9.9999	1	1	0.4463	-1.000
VIPERS 403024879	403024879	332.224071	0.933791	22.4048	0.0358	W4P008	4	  1.5	0.4173	1	1	0.4463	-1.000
VIPERS 403036245	403036245	332.224870	0.986481	22.4589	0.0362	W4P008	4	  1.5	0.9240	1	1	0.4463	-1.000
VIPERS 403011065	403011065	332.227813	0.868967	22.1151	0.0267	W4P008	4	  2.5	0.7660	1	1	0.4524	0.771
VIPERS 403020140	403020140	332.227307	0.911392	22.1547	0.0235	W4P008	4	  2.5	0.8898	1	1	0.4524	0.750
VIPERS 403016150	403016150	332.230096	0.892473	21.5154	0.0241	W4P008	4	  2.2	0.7796	1	1	0.4525	0.838
VIPERS 403013164	403013164	332.231281	0.878646	22.2395	0.0374	W4P008	4	  0.0	9.9999	1	1	0.4524	-1.000
VIPERS 403030408	403030408	332.232053	0.960251	20.2175	0.0067	W4P008	4	  4.5	0.5822	1	1	0.4392	0.967
VIPERS 403015407	403015407	332.233242	0.888946	22.2157	0.0247	W4P008	4	  3.5	0.7370	1	1	0.4524	0.771
VIPERS 403033541	403033541	332.234798	0.973944	22.2868	0.0327	W4P008	4	  4.2	0.6450	1	1	0.4463	0.756
VIPERS 403019313	403019313	332.236049	0.906823	21.7271	0.0160	W4P008	4	  3.4	0.7386	1	1	0.4525	0.838
VIPERS 403031269	403031269	332.236245	0.963732	21.4865	0.0216	W4P008	4	  0.0	9.9999	1	1	0.4519	-1.000
VIPERS 403016627	403016627	332.237621	0.894302	22.0093	0.0302	W4P008	4	  3.2	0.4170	1	1	0.4524	0.802
VIPERS 403027424	403027424	332.237514	0.945472	22.1887	0.0241	W4P008	4	 12.2	1.3162	1	1	-1.0000	-1.000
VIPERS 403018336	403018336	332.239352	0.901939	22.4412	0.0295	W4P008	4	  4.2	0.8390	1	1	0.4463	0.750
VIPERS 403017385	403017385	332.242205	0.897838	21.3378	0.0144	W4P008	4	  2.4	0.6580	1	1	0.4519	0.920
VIPERS 403031556	403031556	332.241840	0.964610	21.8744	0.0191	W4P008	4	  2.5	0.7404	1	1	0.4508	0.838
VIPERS 403010671	403010671	332.245238	0.867189	22.2830	0.0392	W4P008	4	  2.5	0.9032	1	1	0.4463	0.745
VIPERS 403020972	403020972	332.243760	0.915015	22.0734	0.0225	W4P008	4	  1.5	0.4523	1	1	0.4524	-1.000
VIPERS 403010463	403010463	332.247241	0.866335	20.9967	0.0111	W4P008	4	  1.2	0.2160	1	1	0.4479	-1.000
VIPERS 403021076	403021076	332.247249	0.915343	22.3165	0.0255	W4P008	4	  2.5	0.7400	1	1	0.4463	0.771
VIPERS 403030263	403030263	332.247781	0.958724	21.7255	0.0357	W4P008	4	  0.0	9.9999	1	1	0.4525	-1.000
VIPERS 403014165	403014165	332.248625	0.883282	21.7524	0.0193	W4P008	4	  3.5	0.5502	1	1	0.4508	0.844
VIPERS 403014189	403014189	332.249862	0.883030	21.2561	0.0124	W4P008	4	  3.4	0.6071	1	1	0.4519	0.914
VIPERS 403025357	403025357	332.250848	0.936310	21.4669	0.0133	W4P008	4	  3.5	0.4776	1	1	0.4519	0.776
VIPERS 403015888	403015888	332.254886	0.894209	21.0730	0.0116	W4P008	4	  2.5	0.7411	1	1	0.4410	0.903
VIPERS 403024612	403024612	332.253983	0.933051	21.9449	0.0263	W4P008	4	  1.5	0.9275	1	1	0.4508	-1.000
VIPERS 403012248	403012248	332.256430	0.874212	22.4368	0.0539	W4P008	4	  0.0	9.9999	1	1	0.4463	-1.000
VIPERS 403030040	403030040	332.256713	0.957803	22.4463	0.0419	W4P008	4	  1.2	0.2340	1	1	0.4463	-1.000
VIPERS 403014909	403014909	332.257799	0.886814	21.4306	0.0115	W4P008	4	  3.2	0.0000	1	1	0.4519	-1.000
VIPERS 403033167	403033167	332.258197	0.972014	22.4503	0.0566	W4P008	4	  0.0	9.9999	1	1	0.4463	-1.000
VIPERS 403019502	403019502	332.259814	0.908630	21.7261	0.0215	W4P008	4	  0.0	9.9999	1	1	0.4525	-1.000
VIPERS 403016843	403016843	332.263211	0.896305	21.4262	0.0219	W4P008	4	  0.0	9.9999	1	1	0.4519	-1.000
VIPERS 403033908	403033908	332.264339	0.975608	22.4492	0.0309	W4P008	4	  2.2	0.8879	1	1	0.4463	0.750
VIPERS 403013305	403013305	332.265654	0.879254	22.1473	0.0333	W4P008	4	  0.0	9.9999	1	1	0.4524	-1.000
VIPERS 403015877	403015877	332.267232	0.890698	22.2539	0.0329	W4P008	4	  2.5	0.5956	1	1	0.4463	0.718
VIPERS 403013765	403013765	332.269121	0.881864	22.4570	0.0315	W4P008	4	  0.0	9.9999	1	1	0.4463	-1.000
VIPERS 403017903	403017903	332.270554	0.900755	20.7084	0.0083	W4P008	4	  2.5	0.5516	1	1	0.4582	0.949
VIPERS 403027425	403027425	332.270806	0.945599	21.9390	0.0271	W4P008	4	  0.0	9.9999	1	1	0.4508	-1.000
VIPERS 403023275	403023275	332.272229	0.926206	22.3149	0.0357	W4P008	4	  2.5	0.8666	1	1	0.4463	0.750
VIPERS 403016748	403016748	332.273830	0.894729	22.2713	0.0395	W4P008	4	  3.5	0.5507	1	1	0.4463	0.718
VIPERS 403024301	403024301	332.275274	0.931686	21.7387	0.0190	W4P008	4	  3.5	0.5513	1	1	0.4525	0.844
VIPERS 403027017	403027017	332.276623	0.943727	22.4628	0.0367	W4P008	4	  2.5	0.8964	1	1	0.4463	0.750
VIPERS 403013980	403013980	332.279590	0.882310	22.1205	0.0450	W4P008	4	  0.0	9.9999	1	1	0.4524	-1.000
VIPERS 403032525	403032525	332.280466	0.968936	21.1853	0.0109	W4P008	4	  3.5	0.7394	1	1	0.4410	0.903
VIPERS 403029304	403029304	332.282081	0.954614	21.6512	0.0250	W4P008	4	  2.5	0.8975	1	1	0.4525	0.821
VIPERS 403021776	403021776	332.283837	0.919679	21.1990	0.0134	W4P008	4	  2.5	0.8406	1	1	0.4410	0.864
VIPERS 403011944	403011944	332.284907	0.872872	21.2768	0.0106	W4P008	4	  2.4	0.6884	1	1	0.4519	0.920
VIPERS 403021611	403021611	332.287829	0.918365	21.9595	0.0233	W4P008	4	  2.5	0.5562	1	1	0.4508	0.844
VIPERS 403031319	403031319	332.286131	0.964047	21.8314	0.0161	W4P008	4	  2.5	0.5179	1	1	0.4508	0.782
VIPERS 403010390	403010390	332.288938	0.865687	21.9432	0.0290	W4P008	4	  2.5	0.7648	1	1	0.4508	0.838
VIPERS 403027766	403027766	332.290491	0.947464	22.0291	0.0353	W4P008	4	  0.0	9.9999	1	1	0.4524	-1.000
VIPERS 403036292	403036292	332.289402	0.986022	21.9670	0.0253	W4P008	4	  1.5	0.7370	1	1	0.4508	-1.000
VIPERS 403022804	403022804	332.296682	0.924179	21.9240	0.0273	W4P008	4	  0.0	9.9999	1	1	0.4508	-1.000
VIPERS 403036043	403036043	332.296542	0.985423	21.4936	0.0146	W4P008	4	  0.0	9.9999	1	1	0.4519	-1.000
VIPERS 403035459	403035459	332.298114	0.982728	22.0683	0.0267	W4P008	4	  1.5	0.6860	1	1	0.4524	-1.000
VIPERS 403026082	403026082	332.299103	0.939087	21.8691	0.0166	W4P008	4	  2.2	0.0000	1	1	0.4508	-1.000
VIPERS 403024967	403024967	332.301023	0.934111	22.1383	0.0222	W4P008	4	  2.2	0.0000	1	1	-1.0000	-1.000
VIPERS 403028667	403028667	332.303064	0.951426	21.7124	0.0178	W4P009	3	  1.2	0.8512	1	1	0.4525	-1.000
VIPERS 403010689	403010689	332.304172	0.867373	21.7741	0.0175	W4P008	4	  1.5	0.6717	1	1	0.4508	-1.000
VIPERS 403025046	403025046	332.304479	0.934527	22.1576	0.0246	W4P009	3	  2.2	1.0505	1	1	0.4524	0.619
VIPERS 403047085	403047085	332.195540	1.037332	21.2421	0.0150	W4P008	1	  2.5	0.4809	1	1	0.4410	0.776
VIPERS 403062960	403062960	332.196031	1.113091	22.4901	0.0364	W4P008	1	  2.2	0.9306	1	1	0.4463	0.745
VIPERS 403072297	403072297	332.195030	1.154272	21.8991	0.0341	W4P008	1	  2.5	0.7926	1	1	0.4508	0.838
VIPERS 403063807	403063807	332.198121	1.116852	22.3110	0.0283	W4P008	1	  2.5	0.9300	1	1	0.4463	0.745
VIPERS 403073465	403073465	332.198799	1.159281	20.7392	0.0079	W4P008	1	  2.5	0.7824	1	1	0.4582	0.939
VIPERS 403047897	403047897	332.201905	1.042051	20.3180	0.0073	W4P008	1	  2.5	0.4410	1	1	0.4472	0.837
VIPERS 403056713	403056713	332.202303	1.084221	22.3386	0.0419	W4P008	1	  2.5	0.6987	1	1	0.4463	0.756
VIPERS 403071753	403071753	332.202410	1.155117	19.1309	0.0041	W4P008	1	  3.4	0.6933	1	1	0.4315	0.964
VIPERS 403046969	403046969	332.205017	1.036603	22.1385	0.0268	W4P008	1	  0.0	9.9999	1	1	0.4524	-1.000
VIPERS 403060169	403060169	332.203898	1.100550	22.3149	0.0304	W4P008	1	  0.0	9.9999	1	1	0.4463	-1.000
VIPERS 403069620	403069620	332.203990	1.142542	21.9604	0.0309	W4P008	1	  2.5	0.8660	1	1	0.4508	0.821
VIPERS 403060319	403060319	332.206506	1.100893	22.2560	0.0347	W4P008	1	  2.5	0.6897	1	1	0.4463	0.756
VIPERS 403049104	403049104	332.208221	1.047139	22.2019	0.0341	W4P008	1	  2.5	0.9336	1	1	0.4524	0.745
VIPERS 403058239	403058239	332.208031	1.091147	21.4613	0.0252	W4P008	1	  9.2	0.9129	1	1	0.4519	0.815
VIPERS 403070432	403070432	332.207634	1.146152	20.0301	0.0072	W4P008	1	  1.4	0.5220	1	1	0.4392	-1.000
VIPERS 403056703	403056703	332.210199	1.083880	22.2481	0.0468	W4P008	1	  1.2	0.4560	1	1	0.4524	-1.000
VIPERS 403057858	403057858	332.213544	1.089447	20.4542	0.0080	W4P008	1	 12.2	1.4737	1	1	-1.0000	-1.000
VIPERS 403069081	403069081	332.212513	1.139954	21.8760	0.0284	W4P008	1	  1.5	0.6990	1	1	0.4508	-1.000
VIPERS 403057903	403057903	332.214931	1.089872	21.8152	0.0200	W4P008	1	  1.5	0.6910	1	1	0.4508	-1.000
VIPERS 403057820	403057820	332.215474	1.089853	23.0062	0.0721	W4P008	1	 20.0	9.9999	1	1	-99.0000	-99.000
VIPERS 403072871	403072871	332.215409	1.157028	21.8679	0.0225	W4P008	1	  2.5	0.7930	1	1	0.4508	0.838
VIPERS 403053557	403053557	332.216885	1.069728	21.2810	0.0157	W4P008	1	  4.5	0.5100	1	1	0.4519	0.858
VIPERS 403060275	403060275	332.220622	1.100578	22.1145	0.0318	W4P008	1	  1.2	0.4070	1	1	0.4524	-1.000
VIPERS 403047749	403047749	332.222595	1.040331	22.4830	0.0479	W4P008	1	  0.0	9.9999	1	1	0.4463	-1.000
VIPERS 403063501	403063501	332.222557	1.115343	22.1129	0.0236	W4P008	1	  4.5	0.8201	1	1	0.4524	0.750
VIPERS 403047383	403047383	332.224187	1.038776	22.3079	0.0298	W4P008	1	  0.0	9.9999	1	1	0.4463	-1.000
VIPERS 403060161	403060161	332.224237	1.100094	22.1310	0.0305	W4P008	1	  0.0	9.9999	1	1	0.4524	-1.000
VIPERS 403069969	403069969	332.223788	1.144012	20.8697	0.0098	W4P008	1	  1.5	0.5595	1	1	0.4479	-1.000
VIPERS 403062489	403062489	332.226292	1.110434	22.1671	0.0290	W4P008	1	  2.2	0.0000	1	1	0.4524	-1.000
VIPERS 403072749	403072749	332.226265	1.156154	21.4575	0.0179	W4P008	1	  3.5	0.8874	1	1	0.4519	0.864
VIPERS 403053375	403053375	332.227751	1.068622	22.3672	0.0397	W4P008	1	  2.5	0.9396	1	1	0.4463	0.745
VIPERS 403047634	403047634	332.230743	1.039543	22.1209	0.0271	W4P008	1	  0.0	9.9999	1	1	0.4524	-1.000
VIPERS 403054858	403054858	332.230401	1.078124	21.8707	0.0421	W4P008	1	  0.0	9.9999	1	1	0.4508	-1.000
VIPERS 403071365	403071365	332.231540	1.151293	22.0194	0.0263	W4P008	1	  3.5	0.8893	1	1	0.4524	0.750
VIPERS 403053989	403053989	332.233071	1.071924	21.8479	0.0271	W4P008	1	  2.5	0.9120	1	1	0.4508	0.781
VIPERS 403063368	403063368	332.233075	1.114682	22.0281	0.0201	W4P008	1	  3.5	0.6160	1	1	0.4524	0.756
VIPERS 403073884	403073884	332.233449	1.161495	21.9905	0.0218	W4P008	1	  1.5	0.6364	1	1	0.4508	-1.000
VIPERS 403050611	403050611	332.235203	1.054736	21.9309	0.0295	W4P008	1	  2.5	0.5570	1	1	0.4508	0.844
VIPERS 403058242	403058242	332.236349	1.091212	21.5619	0.0175	W4P008	1	  1.5	0.6980	1	1	0.4525	-1.000
VIPERS 403051408	403051408	332.238173	1.058134	22.3796	0.0600	W4P008	1	  1.2	0.8176	1	1	0.4463	-1.000
VIPERS 403059845	403059845	332.237926	1.098534	21.4799	0.0269	W4P008	1	  1.5	0.5050	1	1	0.4519	-1.000
VIPERS 403050593	403050593	332.241780	1.054341	22.3942	0.0358	W4P008	1	  1.2	0.0000	1	1	0.4463	-1.000
VIPERS 403060767	403060767	332.240557	1.103102	22.4378	0.0336	W4P008	1	  2.2	0.9301	1	1	0.4463	0.745
VIPERS 403062547	403062547	332.244338	1.110568	21.8469	0.0232	W4P008	1	  0.0	9.9999	1	1	0.4508	-1.000
VIPERS 403073220	403073220	332.244043	1.158863	22.1070	0.0210	W4P008	1	  0.0	9.9999	1	1	0.4524	-1.000
VIPERS 403048450	403048450	332.245967	1.045348	20.6479	0.0118	W4P008	1	  2.4	0.8358	1	1	0.4582	0.905
VIPERS 403060707	403060707	332.245558	1.102553	22.1642	0.0384	W4P008	1	  0.0	9.9999	1	1	0.4524	-1.000
VIPERS 403070609	403070609	332.245521	1.146626	21.7974	0.0183	W4P008	1	  2.5	0.7179	1	1	0.4508	0.838
VIPERS 403050299	403050299	332.247375	1.052997	21.9860	0.0293	W4P008	1	  1.5	0.7407	1	1	0.4508	-1.000
VIPERS 403046648	403046648	332.249654	1.035862	21.9843	0.0258	W4P008	1	  2.2	0.8926	1	1	0.4508	0.821
VIPERS 403062241	403062241	332.248938	1.110912	18.6104	0.0013	W4P008	1	 24.2	0.0000	1	1	-1.0000	-1.000
VIPERS 403062496	403062496	332.250129	1.110652	20.7845	0.0105	W4P008	1	  2.5	0.4583	1	1	0.4479	0.884
VIPERS 403073263	403073263	332.249482	1.158953	21.7942	0.0161	W4P008	1	  2.2	0.3428	1	1	0.4508	0.943
VIPERS 403048588	403048588	332.252094	1.045274	21.9917	0.0401	W4P008	1	  2.5	0.7385	1	1	0.4508	0.838
VIPERS 403067415	403067415	332.251941	1.132368	21.3955	0.0159	W4P008	1	  2.5	0.5176	1	1	0.4519	0.858
VIPERS 403046672	403046672	332.253551	1.034954	22.4747	0.0457	W4P008	1	  0.0	9.9999	1	1	0.4463	-1.000
VIPERS 403050839	403050839	332.254995	1.056374	21.1676	0.0148	W4P008	1	  2.5	0.4590	1	1	0.4410	0.776
